지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 상대습도(%),합계 일조시간(hr)
165,목포,2014-01-01,6.1,3.2,9.3,,3.1,.6,69.1,8.3
165,목포,2014-01-02,4.1,.8,9.9,,1.3,-.5,76,5.8
165,목포,2014-01-03,4.9,.1,12.2,,1.4,-1.8,63.4,6
165,목포,2014-01-04,2.7,-1.2,6,,4.9,-1.2,76.1,9.1
165,목포,2014-01-05,1,-2.7,6.3,,3,-3.4,73.3,9
165,목포,2014-01-06,2,-1.9,8.5,,1.5,-2.8,72.6,9
165,목포,2014-01-07,4,-.7,9.3,0,1,-1.2,69.9,4
165,목포,2014-01-08,2.7,.2,5,3.6,6,.3,85.4,1.9
165,목포,2014-01-09,-2.1,-4.9,.2,0,8.5,-8.7,60.9,7.2
165,목포,2014-01-10,-1.1,-5.9,3.2,0,1.4,-4.7,77.6,5.4
165,목포,2014-01-11,1,-2.1,5.3,,1.8,-2.8,76.9,4.7
165,목포,2014-01-12,1.5,-.6,6.6,,4.2,-2.2,77,3.4
165,목포,2014-01-13,-1.5,-4.3,1.9,,5.5,-8.5,59.6,8.9
165,목포,2014-01-14,-1.6,-6.6,4.2,,3.5,-8.6,60.3,9.3
165,목포,2014-01-15,-.7,-4.3,5.2,,2.4,-5.7,69.5,9.2
165,목포,2014-01-16,.3,-3.5,6.3,,2.1,-3.6,76.1,8.5
165,목포,2014-01-17,1.9,-2,7,.4,1.4,-.7,84.3,6.9
165,목포,2014-01-18,1.3,-.5,4.1,0,5.5,-1.7,81.8,2.8
165,목포,2014-01-19,.6,-4.1,4.5,,2,-4.6,68.5,8.9
165,목포,2014-01-20,3.1,-.3,6.8,.4,5.6,-.4,78.8,3.9
165,목포,2014-01-21,-1,-2.1,.1,.5,7.3,-3.3,84.1,3.1
165,목포,2014-01-22,.1,-2.5,4.7,,2.8,-3.9,74.6,7.5
165,목포,2014-01-23,1,-4,6.6,,1.3,-3.9,71.9,9.5
165,목포,2014-01-24,7.4,.6,13.6,,3.5,4.3,81.8,3.7
165,목포,2014-01-25,9.3,3.4,13.6,1.3,5.8,7.4,88.4,1
165,목포,2014-01-26,1.1,-2.3,4.7,,6.5,-2.9,74.6,9.6
165,목포,2014-01-27,2.2,-4.3,9.3,,1.9,-1.6,77.1,9.7
165,목포,2014-01-28,3,-2.1,7.7,,3.7,.8,85.8,5.1
165,목포,2014-01-29,4.9,-4.3,13.5,5.3,2.3,.9,77.1,8.3
165,목포,2014-01-30,6.8,3.1,8.7,.9,2.8,6.7,100,0
165,목포,2014-01-31,5.9,-.6,12.5,,2.1,1.5,77.3,9
165,목포,2014-02-01,12.4,6,19.1,3.5,3.8,10.4,88.4,4.3
165,목포,2014-02-02,8,5.1,13.6,,3.5,7.9,100,0
165,목포,2014-02-03,1.5,-2.5,5.2,,9.2,-2.9,73.4,6.8
165,목포,2014-02-04,-3.1,-4.7,-1.1,0,9.1,-8.8,65.4,9.2
165,목포,2014-02-05,-2.2,-5,1.4,,2.6,-11.5,50,.2
165,목포,2014-02-06,.6,-1.9,5,1.3,2.1,-3.3,76.8,2.7
165,목포,2014-02-07,3.4,.2,7.2,.8,1.6,0,79.5,0
165,목포,2014-02-08,2.8,1.1,4,2.4,3.3,1.9,94.8,0
165,목포,2014-02-09,.3,-.9,1.6,,6.9,-2.3,82.4,1
165,목포,2014-02-10,1.1,-1.7,3.7,,4.3,-1.3,83.5,1.5
165,목포,2014-02-11,2.7,.1,7.9,,2,-1.5,75.4,8.5
165,목포,2014-02-12,2.5,-.2,6.7,,2.6,-.6,80.9,6.6
165,목포,2014-02-13,2.6,-1.2,6.9,,2.4,-.5,80.8,2.6
165,목포,2014-02-14,4,.5,9.4,,2,-2.1,67.4,9.5
165,목포,2014-02-15,2.8,-1.8,8.5,,2.5,-1.7,74,10
165,목포,2014-02-16,4.9,-.4,11.9,,1.3,1,77.8,4.8
165,목포,2014-02-17,5.5,4,7,5.5,1.7,4,91.1,0
165,목포,2014-02-18,4.2,2,7.7,,1.7,.4,77.6,2.4
165,목포,2014-02-19,3.2,.3,7.9,,2.2,-2.8,65.4,8.1
165,목포,2014-02-20,2.2,-1.8,7.2,,3.7,-1.6,77,7
165,목포,2014-02-21,1.8,-2.9,6.8,,4.2,-4,66.8,10.2
165,목포,2014-02-22,2.6,-2.4,9.5,,3.3,-2.3,71.6,9.8
165,목포,2014-02-23,3.8,-1,11.3,,2.4,-1.3,71.5,9.3
165,목포,2014-02-24,5,-.4,12.9,,1.9,.4,75.3,9
165,목포,2014-02-25,6.7,1.5,14,,1.4,1.6,73,5.9
165,목포,2014-02-26,8,5.3,9.9,2.3,1.3,5.6,86.6,0
165,목포,2014-02-27,6.8,3.3,11.1,,2.9,4.6,88,7.6
165,목포,2014-02-28,5.7,3.9,9.3,0,3.5,4.2,90.8,.4
165,목포,2014-03-01,4.3,3.1,5.4,5.2,3.9,3.7,96.6,0
165,목포,2014-03-02,5.1,2.6,9.5,,5.8,0,72.4,9.7
165,목포,2014-03-03,5.6,-.3,11.3,,2.1,-1.9,60,10.1
165,목포,2014-03-04,6.1,2.3,11.1,,1.9,1,71.1,1.1
165,목포,2014-03-05,3.3,1.1,6.3,,9.4,-3.5,62.9,10.4
165,목포,2014-03-06,2.3,-1.7,6.2,,3.6,-6.8,53.5,8.7
165,목포,2014-03-07,2.7,.1,6.1,.1,5.4,-5.6,56.9,9.5
165,목포,2014-03-08,2.6,-2.3,7.6,,2.6,-1.8,73.6,5.9
165,목포,2014-03-09,3.6,1.3,7.8,,5.3,-1.3,71.9,6.9
165,목포,2014-03-10,2.6,-1.7,7.9,,3.6,-2.2,71.3,11
165,목포,2014-03-11,5.2,-1.4,12.3,,2.1,-.7,70.1,10.5
165,목포,2014-03-12,8.7,5,12,31.2,3,7.7,93.9,0
165,목포,2014-03-13,4.5,3.5,6.8,.1,7.3,3.7,94.5,.1
165,목포,2014-03-14,4,2.3,8,.3,4.3,.9,80.9,6.6
165,목포,2014-03-15,7.8,1.7,13.6,,4.4,4.5,82.1,10.4
165,목포,2014-03-16,11.8,7.3,17.4,,3.4,9.1,85.6,10.4
165,목포,2014-03-17,13.3,10,18.1,4.2,4.4,11.4,90.4,4.7
165,목포,2014-03-18,9.2,5.2,13.8,,3.6,8.7,97.4,3.1
165,목포,2014-03-19,8.6,4.6,14.1,.1,1.9,7,91.3,2
165,목포,2014-03-20,6.5,4.6,9.4,,7.6,2.2,74.6,7.6
165,목포,2014-03-21,6.2,3.5,10.3,,6.3,.2,67.3,11
165,목포,2014-03-22,8,2.3,13.3,,2.6,4.4,79.9,10.8
165,목포,2014-03-23,9.2,3.4,16.1,,1.7,3.8,73.6,10.1
165,목포,2014-03-24,11.8,3.9,18,0,2.9,6.6,72.5,9.3
165,목포,2014-03-25,13.7,12.9,14.9,21.6,3.2,12.9,96,0
165,목포,2014-03-26,11.5,8.5,15.4,19.1,2.4,11.3,99.6,2.1
165,목포,2014-03-27,10.3,5.5,16.3,,1.8,6.8,82,8.6
165,목포,2014-03-28,15.2,8.2,22.1,,2.7,10.2,75.5,7.2
165,목포,2014-03-29,14.7,13,16.4,10.3,2.6,14.5,99.5,0
165,목포,2014-03-30,10.2,7.1,13.9,.1,4.6,9.7,97.3,4.4
165,목포,2014-03-31,11,6.7,17.5,,1.6,9.4,91,7.5
165,목포,2014-04-01,12.5,6.6,19.6,,1.4,7,73.4,11.1
165,목포,2014-04-02,13,8.4,20.5,,1.9,6.9,69.1,11.1
165,목포,2014-04-03,9.8,6.8,16.9,,4.8,6,79.5,5.6
165,목포,2014-04-04,7.7,5.7,11.4,,5.9,1.9,68.1,10.9
165,목포,2014-04-05,6.9,5.2,10.6,,5.6,1.2,68,6.4
165,목포,2014-04-06,8.3,5.2,12.3,,6.3,.8,61.5,11.2
165,목포,2014-04-07,10.3,5.6,16.2,,2.2,3.7,69.8,9.1
165,목포,2014-04-08,11.6,5.7,18.5,,1.9,4.5,66,11.3
165,목포,2014-04-09,10.7,6.7,14.7,,2.4,9.1,91,11.3
165,목포,2014-04-10,11.7,8.3,17.3,,3.1,9.7,89,9.4
165,목포,2014-04-11,14.3,10.7,20.1,,2,9.7,76.1,4.8
165,목포,2014-04-12,14.7,11.5,19.8,.6,1.7,9.4,71.9,1.9
165,목포,2014-04-13,13.3,11,17.4,4.8,2.4,11.9,92.1,2.4
165,목포,2014-04-14,13.6,8.7,20,,2.2,7.9,73.9,11.3
165,목포,2014-04-15,13.8,8.3,18.5,,2,11.1,85.9,10.9
165,목포,2014-04-16,15.3,11.5,20.9,,1.5,8.8,69.8,2.7
165,목포,2014-04-17,13.6,12.6,16.8,7.9,1.9,10.2,82,0
165,목포,2014-04-18,13.3,12.5,15.1,2.4,.8,13.2,100,0
165,목포,2014-04-19,13.7,11.1,16.9,,1.6,9.9,80.5,2.1
165,목포,2014-04-20,14.1,11.3,18.5,,2.6,8.4,70.5,8.9
165,목포,2014-04-21,14.2,10,20.1,,3.7,10.2,79.1,10.2
165,목포,2014-04-22,14.6,11.1,20,,3.1,9.9,75.4,8.4
165,목포,2014-04-23,15.4,9.2,23.4,,1.8,7.3,65.8,11.9
165,목포,2014-04-24,17.7,11.6,24.9,,2.1,7.5,56.9,11.1
165,목포,2014-04-25,17.6,10.8,24.4,,1.9,7,52.4,11.2
165,목포,2014-04-26,17.4,13,22.1,.4,2.8,11.1,67.5,.5
165,목포,2014-04-27,15.5,14.1,17.2,38.5,4,14.9,96.4,0
165,목포,2014-04-28,14.2,13.4,16,13.5,3.2,13.7,97.8,0
165,목포,2014-04-29,13.2,11.6,14.8,3.3,2.4,13.1,100,0
165,목포,2014-04-30,13.4,10.8,18,,2.9,11.4,88.9,10.2
165,목포,2014-05-01,15.4,10.6,20.3,,1.6,12,82.5,12.2
165,목포,2014-05-02,15.6,12,23.3,,4.4,13.6,88.5,7.3
165,목포,2014-05-03,13.4,10,19.3,,5.6,9.2,77.5,12.2
165,목포,2014-05-04,13.6,9.6,20,1,3.9,9.3,78.9,3
165,목포,2014-05-05,12.6,8.7,17.3,,4.2,4.6,60,12.1
165,목포,2014-05-06,13.5,9.4,18,,3.2,5,59.1,12.2
165,목포,2014-05-07,15.8,9.9,20.4,,4.8,8.7,65.6,12.2
165,목포,2014-05-08,14.6,10.3,17.7,.1,5.2,13.1,92,7.1
165,목포,2014-05-09,16,8.9,23.7,,2.5,10,71.9,11.6
165,목포,2014-05-10,18.8,13.1,24.5,,3,8.6,54.9,11
165,목포,2014-05-11,18.4,16.5,22.4,32.2,6.3,14.1,78.8,2
165,목포,2014-05-12,16.8,13.9,20.7,3.1,3.4,14.3,86.9,11.5
165,목포,2014-05-13,19,13.7,24.9,,2.2,14.7,78.6,11.3
165,목포,2014-05-14,16.1,14.9,17.4,9.5,1.7,15.4,96,.2
165,목포,2014-05-15,16.2,14,20,,3.8,14.1,88.3,9.8
165,목포,2014-05-16,17.6,12.6,22.3,,1.7,13.3,77.9,10.7
165,목포,2014-05-17,18.8,14.3,25.1,,1.8,10.5,65.6,12.1
165,목포,2014-05-18,18.6,13.8,24.2,,1.7,14.3,78.3,11.1
165,목포,2014-05-19,19.6,13.6,25.7,,1.9,14,73.3,11
165,목포,2014-05-20,17.4,15.6,20.5,19.5,2.2,16.8,97,1.9
165,목포,2014-05-21,16.9,14.6,20.2,,3.2,16.1,95.6,8.8
165,목포,2014-05-22,18.9,13.2,24.7,,1.4,16.6,88.4,10.6
165,목포,2014-05-23,20.5,16.6,25.1,,2.6,18,86.9,9.7
165,목포,2014-05-24,20.7,16.3,25.9,,2.8,17.7,84.5,6.8
165,목포,2014-05-25,19.3,17.3,21.1,6.9,4.5,18.6,96.5,.7
165,목포,2014-05-26,19.7,16.8,24.4,.5,3.3,15.5,80.5,10.5
165,목포,2014-05-27,20.9,16.2,26.7,,4.5,17.4,83,11.2
165,목포,2014-05-28,20,17.5,23.6,,4.1,17.9,89,10.4
165,목포,2014-05-29,20.4,16.6,25.9,,1.9,17.3,85,9.5
165,목포,2014-05-30,23.2,17,30.5,,2.6,15.2,64.6,12.2
165,목포,2014-05-31,23.2,19.2,28.7,,2.3,18.5,76.5,12.3
165,목포,2014-06-01,22.6,18.8,26.7,,2,17.1,73.3,.1
165,목포,2014-06-02,19.7,17.9,22,19.8,5.5,18,90.6,1.9
165,목포,2014-06-03,18.9,17.7,19.5,19.7,2.8,18.8,99.9,0
165,목포,2014-06-04,21.8,18.8,26.4,8.4,1.6,20.2,92,5.2
165,목포,2014-06-05,21.7,18.7,25,,2.3,19.4,88,7.9
165,목포,2014-06-06,21.7,19.3,25.5,,1.7,19.4,88,8.5
165,목포,2014-06-07,20.8,18.3,25.2,,2.1,19.4,92.5,10.5
165,목포,2014-06-08,20.5,18.6,23.8,,2.1,18.6,90.1,6.9
165,목포,2014-06-09,20.7,18.1,23.6,,1.6,19.4,93,2.5
165,목포,2014-06-10,21.8,19.9,25.7,,1.8,20.1,91.1,1.5
165,목포,2014-06-11,21.8,19.5,25.4,,3,19.7,89.4,10.5
165,목포,2014-06-12,20.3,16.5,23.9,13.1,3.6,19.1,93.5,8.8
165,목포,2014-06-13,21,18.4,24.2,,2.9,19.3,91.1,9.7
165,목포,2014-06-14,21.3,18.3,25.7,,1.9,19.2,89.1,8.6
165,목포,2014-06-15,21.2,18.6,24.4,,2.1,19.6,91.5,8.2
165,목포,2014-06-16,21.8,19.3,25.9,,1.5,20.2,91.3,4.1
165,목포,2014-06-17,19.7,18.5,22,6.9,1.7,18.7,94.6,.2
165,목포,2014-06-18,21.9,19.2,25.9,,2.9,20.6,93,8.8
165,목포,2014-06-19,22.6,20.4,27.2,,2.2,21.1,91.9,9
165,목포,2014-06-20,22.8,18.8,26.4,,2.4,20.4,87.1,3.2
165,목포,2014-06-21,22,20.6,23.8,1.9,1.2,21,94.8,.2
165,목포,2014-06-22,22,20.2,24.4,,2.2,21.3,96.3,.6
165,목포,2014-06-23,21.8,20,24.8,.1,2.6,20.9,95.4,5.3
165,목포,2014-06-24,22.1,19.8,25.1,,2.6,21,94.1,9.8
165,목포,2014-06-25,22.3,19.8,25.1,,1.8,20.8,92.5,3
165,목포,2014-06-26,22.5,19.9,26.2,,1.8,21.1,92.1,4.8
165,목포,2014-06-27,23.5,19.3,28.8,,3.2,20.7,86.1,11.2
165,목포,2014-06-28,23.3,21.3,26.3,,3.5,21.7,91.8,9.4
165,목포,2014-06-29,23.6,20.6,26.9,,2.8,21.3,88,11.2
165,목포,2014-06-30,23.8,20.9,27.9,,2,21.7,89.5,9.7
165,목포,2014-07-01,23.7,21.6,27.3,,1.9,21.7,89.8,1
165,목포,2014-07-02,20.9,19,23.1,9.7,1.9,20.1,96,0
165,목포,2014-07-03,20.7,19.2,22.1,14.8,2.2,20.6,100,0
165,목포,2014-07-04,22.2,21,25.2,.8,1.5,22,99.4,1.7
165,목포,2014-07-05,22.2,20.6,24.9,1.3,2.4,21.3,95.3,0
165,목포,2014-07-06,20.8,19.4,23,16.4,2.6,20.5,99.1,.7
165,목포,2014-07-07,22.6,20.7,24.7,3.2,1.2,22.1,97.9,.1
165,목포,2014-07-08,25.5,21.8,30.1,.3,2.4,24.9,96.6,4.3
165,목포,2014-07-09,26.4,24.8,29.5,1,2.3,25.2,93.6,1.9
165,목포,2014-07-10,25.2,22.5,28.5,,4.3,24.3,95.4,11.1
165,목포,2014-07-11,24.6,22,28.7,,1.8,22.5,89.5,7.6
165,목포,2014-07-12,24,21.4,27.6,32.4,1.3,22.7,93.8,0
165,목포,2014-07-13,22.4,20.4,24.8,9.6,2,22,98,3.3
165,목포,2014-07-14,23.7,21.6,27.7,,1.9,22.7,94.8,7.9
165,목포,2014-07-15,22.9,21.8,24.7,.9,1.7,22.8,99.9,0
165,목포,2014-07-16,23.2,21,26.8,3.9,1.8,22.5,96.8,0
165,목포,2014-07-17,23.6,21.8,25.8,11.5,2.9,23.5,100,0
165,목포,2014-07-18,25.1,23.9,27.2,.3,3.3,25,100,.3
165,목포,2014-07-19,24.9,23.1,29.3,1.5,2.2,24.1,96,7.2
165,목포,2014-07-20,25.5,23.3,28.4,,1.9,24.6,95.9,6.7
165,목포,2014-07-21,25.3,23,29.1,,1.9,24.5,96.4,8.8
165,목포,2014-07-22,26,22.7,29.8,,2.8,25,94.8,5.8
165,목포,2014-07-23,27.2,24.4,30.2,0,2.8,26.2,95.4,9.3
165,목포,2014-07-24,28.1,26.3,30.7,1.9,2.9,27.7,98.3,4.7
165,목포,2014-07-25,28.2,26.1,32.4,5,5.8,26.8,93.1,8.6
165,목포,2014-07-26,24.7,22.5,27.1,.1,3.9,23.5,93.6,8.8
165,목포,2014-07-27,24.4,20.7,28.3,,2.2,22.4,90.3,11.4
165,목포,2014-07-28,21.3,19.2,24.2,22.2,1.8,20.8,97.3,.1
165,목포,2014-07-29,26,20.6,30.2,,3.2,24.6,93,10
165,목포,2014-07-30,28.3,24.4,32.2,,2.9,25.4,85.1,12.3
165,목포,2014-07-31,29.4,25.3,34.3,,2.2,25.4,80.5,11.1
165,목포,2014-08-01,27.8,25,30.7,1.2,2.4,25.1,86.1,2
165,목포,2014-08-02,25.3,23.5,28.2,58.9,4.1,24.8,97.9,0
165,목포,2014-08-03,23.7,23.1,25,15.7,5.3,23.6,100,0
165,목포,2014-08-04,23.6,23.4,23.9,14.1,3.2,23.5,100,0
165,목포,2014-08-05,26.1,23.3,30.3,,1.6,25,94.9,8.9
165,목포,2014-08-06,26.3,24,29.9,,1.7,25.3,95.4,7.4
165,목포,2014-08-07,24.1,22.7,26.5,3.7,1.5,24,99.9,0
165,목포,2014-08-08,25.2,22.6,29.3,.1,1.3,24.7,97.6,3.3
165,목포,2014-08-09,26.2,21.8,30.6,,2.1,23.7,86.9,11.1
165,목포,2014-08-10,24.2,22.6,26.9,.2,2.9,23.1,94.4,8.6
165,목포,2014-08-11,24.1,22.3,27.5,,4.6,22.2,90,8.8
165,목포,2014-08-12,25,22.4,28.7,,1.8,23.7,94,7.7
165,목포,2014-08-13,24.3,22.6,27,0,1.7,24,98.8,0
165,목포,2014-08-14,22.1,20.7,23.4,9.7,1.5,22,100,0
165,목포,2014-08-15,23.7,21.7,27.3,2,2.7,22.8,95.6,4.6
165,목포,2014-08-16,24.3,20.4,29.3,,2.2,22.9,92.9,8.9
165,목포,2014-08-17,22.9,21.2,25.1,47.9,1.9,22.6,98.8,0
165,목포,2014-08-18,23.2,21.1,26.3,28.1,2.9,23.1,100,.6
165,목포,2014-08-19,23.2,21.8,25,2.9,1.6,23,99.6,0
165,목포,2014-08-20,23.7,22,25.8,10,1,23.5,99.6,.1
165,목포,2014-08-21,23.7,21.6,26.4,5.5,3.8,23.3,98,4.8
165,목포,2014-08-22,24.2,22.3,27.3,,2,22.9,93.5,8.3
165,목포,2014-08-23,24.4,21.2,27.3,,1.3,22.6,91.3,8.1
165,목포,2014-08-24,23.8,22.8,25.8,38.1,1.3,23.7,99.8,0
165,목포,2014-08-25,24.6,23.6,26.4,,3.1,24.5,99.9,2.3
165,목포,2014-08-26,24.4,23.1,26.9,,3.6,24,98.6,6
165,목포,2014-08-27,23.4,22.3,26,.3,1.7,23,98.1,.2
165,목포,2014-08-28,21.5,20.8,22.5,3.4,1.3,21.4,100,0
165,목포,2014-08-29,21.4,18.9,23.9,13.2,1.3,20.4,94.8,.4
165,목포,2014-08-30,23.1,19.6,27.7,,1.7,21.3,91.1,10.9
165,목포,2014-08-31,22.4,20.9,24.4,,1.4,21.5,95.6,.3
165,목포,2014-09-01,23.2,19.1,28.5,,1.3,20.6,86.9,10.6
165,목포,2014-09-02,21.5,20.2,23.2,25.3,2.2,21,97.6,0
165,목포,2014-09-03,22.8,20.9,24.7,7.1,3.9,22.7,99.5,.2
165,목포,2014-09-04,23,20.8,26.7,,2.5,21.7,93.3,11
165,목포,2014-09-05,23.4,18.6,28.3,,1.7,21.3,89.1,10.4
165,목포,2014-09-06,23.9,21.5,28.1,,1.7,22.5,93,7.1
165,목포,2014-09-07,23.7,21.5,27.7,,1.9,22.7,94.6,7.6
165,목포,2014-09-08,23.8,21.1,28.2,,2.6,22.2,92.1,10.1
165,목포,2014-09-09,22.5,19.6,27.1,,2,20.6,89.3,5.7
165,목포,2014-09-10,22.1,18,27.2,,3.3,18.3,81.3,11.7
165,목포,2014-09-11,22.3,17.2,27.4,,1.6,19.4,84.8,9.5
165,목포,2014-09-12,21.7,20.2,24,.8,1.1,20.5,93.4,.1
165,목포,2014-09-13,23.2,19.3,28.3,,1.5,18.8,79.1,11.2
165,목포,2014-09-14,22.5,19.2,27.8,,1.7,18.7,80.6,6.8
165,목포,2014-09-15,22.5,19.8,27.3,,2.2,20.3,88.6,6.4
165,목포,2014-09-16,22,19.6,26.2,,3.3,17.6,77.3,4.8
165,목포,2014-09-17,21.6,19.3,26.9,,2.6,16.9,75.9,5.8
165,목포,2014-09-18,21.8,18.6,26,,1.5,18.2,80.9,3.2
165,목포,2014-09-19,20.5,18.6,23,,1.1,16.9,80.1,.3
165,목포,2014-09-20,21.3,16,27.3,,1.4,17.1,78.3,9
165,목포,2014-09-21,21.7,17.2,27.9,,2,16.8,75.5,10.4
165,목포,2014-09-22,22.3,16.7,28.7,,1.5,17.5,76.3,11.4
165,목포,2014-09-23,21.5,19.4,25.4,7.2,2,17.8,81,0
165,목포,2014-09-24,21.8,19.7,24.3,27.5,4.4,21.4,97.8,.5
165,목포,2014-09-25,21.4,18.9,25.6,,2.9,19.9,92.4,8.5
165,목포,2014-09-26,21.5,17.9,27.4,,1.8,20,92.3,7.3
165,목포,2014-09-27,21.6,18.5,25.9,,2.1,19.6,89.4,8.7
165,목포,2014-09-28,22.2,17.8,26.8,,1.5,20.5,91.3,9.6
165,목포,2014-09-29,20.6,18.6,22.3,6.3,1.2,20.2,98.1,0
165,목포,2014-09-30,20.6,17.9,24.3,.5,3.1,19.6,94.6,5.8
165,목포,2014-10-01,21,17.4,25.7,.1,1.7,18.8,89,7.5
165,목포,2014-10-02,20.2,16.4,25.2,,2.5,18.1,88.8,5.4
165,목포,2014-10-03,17.4,13.8,20.5,,5.2,14.2,82.6,5.1
165,목포,2014-10-04,18,11.7,24.7,,1.9,14.5,81.8,10.8
165,목포,2014-10-05,17.7,12.5,22.5,,3.5,13.4,77.8,10.8
165,목포,2014-10-06,17.1,13.3,21.6,,3.5,12.8,77.3,10.8
165,목포,2014-10-07,16.9,12.3,22.5,,1.8,13.1,80.6,10.8
165,목포,2014-10-08,17.3,12.6,23.3,,1.9,14.8,86.6,10.4
165,목포,2014-10-09,18.2,13.6,23.8,,1.8,15.7,86.8,8.2
165,목포,2014-10-10,20.5,13.9,27.1,,1.5,15,74.1,10.7
165,목포,2014-10-11,20.3,15.1,27.7,,1.6,15.1,74.3,10.6
165,목포,2014-10-12,17.8,14.8,19.8,1.6,1.5,14.4,81.9,0
165,목포,2014-10-13,18.8,15.4,23.2,2.8,4.1,16.9,89.8,5
165,목포,2014-10-14,15.1,11.8,20.8,,3,11.3,79,10
165,목포,2014-10-15,14.6,10,19.7,,2,9.9,75.3,10.6
165,목포,2014-10-16,14.8,11.5,20.1,.2,4.8,10.6,77.5,9.3
165,목포,2014-10-17,14.7,9.1,21.5,,1.8,7.5,65.3,10.5
165,목포,2014-10-18,15.4,8.8,22.5,,1.5,8.6,66.9,10.4
165,목포,2014-10-19,17.8,10.2,23.8,0,2.7,13.2,75.9,7.5
165,목포,2014-10-20,20.3,19.3,21.1,12.6,3.5,20.2,100,0
165,목포,2014-10-21,20.4,17,22.8,50.4,2.1,20.2,99.4,1.1
165,목포,2014-10-22,15.8,13.8,19.9,10.4,3.2,15,95.6,4.8
165,목포,2014-10-23,15.2,11,19.5,,1.8,13.2,88.9,9.8
165,목포,2014-10-24,16.1,11.9,20.8,,1.7,14.3,91,9.7
165,목포,2014-10-25,16.3,11.6,21.2,,1.7,15.1,94,9.2
165,목포,2014-10-26,16.9,12.5,21.1,,1.9,15.7,93.8,8.7
165,목포,2014-10-27,13.8,8.9,17.3,,5.8,8.1,69.9,10.2
165,목포,2014-10-28,12.2,6.8,19,,1.7,6.7,70.8,10
165,목포,2014-10-29,13.8,8.9,18.2,,1,10.2,79.5,3
165,목포,2014-10-30,15.7,11.1,20.7,,1.9,13.6,88.5,2
165,목포,2014-10-31,14.5,13.2,16.1,20.5,3.3,14.4,100,0
165,목포,2014-11-01,15.8,14,18.5,.1,3.6,15.3,97.4,.9
165,목포,2014-11-02,13.4,11.5,15.9,1.5,6.4,9.6,79.4,5
165,목포,2014-11-03,11.6,8.3,15.5,,5.4,5,64.5,8.9
165,목포,2014-11-04,11.3,5.9,17.7,,1.8,7.6,79.5,9.9
165,목포,2014-11-05,11.8,6.9,17.3,,1.8,9.3,86.4,9.5
165,목포,2014-11-06,13.6,10.3,18.8,,2.7,11.8,90.3,6.4
165,목포,2014-11-07,11.7,8.4,16.3,,2.9,8.9,84,9.7
165,목포,2014-11-08,11.3,8.6,13.9,0,1,9.4,88.8,.1
165,목포,2014-11-09,12.4,8.3,16.5,,4.4,8.7,79.4,8.9
165,목포,2014-11-10,10.9,7.2,16.6,,2.6,6.6,75.5,9.4
165,목포,2014-11-11,10.8,6.3,15.5,,2.1,8,84,7.1
165,목포,2014-11-12,10.8,5.8,15,1.9,7.3,6.9,78.8,4.8
165,목포,2014-11-13,6.6,5.1,8.9,.1,7.7,1.7,72.1,3.3
165,목포,2014-11-14,7.8,3.3,13.4,.1,2.2,5,83.4,7.8
165,목포,2014-11-15,8.1,5,12.4,,1.7,4.9,81.3,2.2
165,목포,2014-11-16,9.7,6.8,14.2,,1.6,3.5,66.9,4.3
165,목포,2014-11-17,9.4,7,13.4,.7,3.9,5.6,79,5.6
165,목포,2014-11-18,8.4,4.4,13.1,,3.7,3.8,73.9,8.5
165,목포,2014-11-19,7.7,2.6,13.5,,1.9,2.5,71,8.4
165,목포,2014-11-20,8.3,3.2,14.5,,1.4,3.6,74,9.4
165,목포,2014-11-21,10.7,5.1,17.1,,1.7,8.5,87.4,6.5
165,목포,2014-11-22,11.8,7.5,17.3,,1.7,10.3,91.8,3.9
165,목포,2014-11-23,12.1,7.4,17.2,.2,1.2,10,88.8,2.5
165,목포,2014-11-24,12.2,10.3,13.6,64.9,2.4,12.1,100,0
165,목포,2014-11-25,10.6,8.6,12,,1.8,10.5,100,1.2
165,목포,2014-11-26,11.4,9.1,15.2,0,1.8,9.6,90.1,6
165,목포,2014-11-27,10.6,6,15.7,,1.4,9.8,95.9,6.7
165,목포,2014-11-28,13,10.9,15.4,4.4,3.9,12.2,95,.1
165,목포,2014-11-29,11.8,9.3,15.8,,3.1,9.5,86.8,7.7
165,목포,2014-11-30,12.3,10,13.7,21.8,4.2,11.8,97.6,0
165,목포,2014-12-01,4.5,1,11.2,1,10.1,1.8,83.6,2.7
165,목포,2014-12-02,1.3,-.1,3.9,.2,6.9,-.9,85.9,5
165,목포,2014-12-03,5.1,.3,6.9,1.1,5.9,.5,73.3,2.2
165,목포,2014-12-04,3.5,1.1,6.3,.1,7.9,-.9,73.3,4.8
165,목포,2014-12-05,-.5,-2,3.1,18.3,2.2,-.6,100,.1
165,목포,2014-12-06,.2,-2.4,3.4,3.4,.9,-.1,97.5,6.5
165,목포,2014-12-07,1.9,-1,5.1,,1.8,.3,89.5,2.7
165,목포,2014-12-08,3,.9,6.4,3.9,2.9,1.5,90.9,6.9
165,목포,2014-12-09,1.5,-1.6,5.9,,2.8,-4.1,67.5,8
165,목포,2014-12-10,4.9,-.4,8.1,.3,1.4,3.6,91.4,1.6
165,목포,2014-12-11,4.7,1.3,7.2,1.4,6.3,1.8,81.8,2.5
